Gene_Symbol	DES
COA7	0.361111111111111
ZYG11B	0.0758620689655172
ZYG11A	0.219178082191781
ECHDC2	0.178082191780822
SCP2	0.219178082191781
PODN	0.317241379310345
SLC1A7	0.301369863013699
CPT2	0.184931506849315
C1orf123	0.226027397260274
MAGOH	0.246575342465753
LRP8	0.315068493150685
DMRTB1	0.0758620689655172
GLIS1	0.299319727891156
NDC1	0.335616438356164
YIPF1	0.10958904109589
DIO1	0.136986301369863
HSPB11	0.244897959183673
LRRC42	0.224489795918367
LDLRAD1	0.17687074829932
TMEM59	0.162162162162162
TCEANC2	0.0540540540540541
CDCP2	0.25
CYB5RL	0.195945945945946
MRPL37	0.238095238095238
SSBP3	0.317567567567568
ACOT11	0.195945945945946
FAM151A	0.238095238095238
MROH7	0.346938775510204
MROH7-TTC4	0.312925170068027
TTC4	0.156462585034014
PARS2	0.158620689655172
TTC22	0.00689655172413793
LEXM	0.0689655172413793
DHCR24	0.229166666666667
TMEM61	0.236111111111111
BSND	0.145833333333333
PCSK9	0.232876712328767
USP24	0.226027397260274
PLPP3	0.392857142857143
PRKAA2	0.333333333333333
C8A	0.0921985815602837
C8B	0.156028368794326
DAB1	0.344370860927152
OMA1	0.153333333333333
TACSTD2	0
MYSM1	0.167785234899329
JUN	0.378378378378378
FGGY	0.164473684210526
HOOK1	0.0198675496688742
CYP2J2	0.0993377483443709
C1orf87	0.0533333333333333
NFIA	0.398692810457516
TM2D1	0.112582781456954
PATJ	0.146666666666667
L1TD1	0.0958904109589041
KANK4	0.170068027210884
USP1	0.256756756756757
DOCK7	0.155405405405405
ANGPTL3	0.0884353741496599
ATG4C	0.121621621621622
FOXD3	0.418918918918919
ALG6	0.217687074829932
ITGB3BP	0.244897959183673
EFCAB7	0.10738255033557
PGM1	0.355704697986577
ROR1	0.394736842105263
UBE2U	0.112582781456954
CACHD1	0.418300653594771
RAVER2	0.358108108108108
JAK1	0.406666666666667
AK4	0.306122448979592
DNAJC6	0.294520547945205
LEPROT	0.262068965517241
LEPR	0.427586206896552
PDE4B	0.409395973154362
SGIP1	0.304054054054054
TCTEX1D1	0.236486486486486
INSL5	0.122448979591837
WDR78	0.26530612244898
MIER1	0.216216216216216
SLC35D1	0.216216216216216
C1orf141	0.129251700680272
IL23R	0.101351351351351
IL12RB2	0.310810810810811
SERBP1	0.268456375838926
GADD45A	0.211920529801325
GNG12	0.3
DIRAS3	0.408163265306122
WLS	0.364864864864865
RPE65	0.22972972972973
DEPDC1	0.351351351351351
LRRC7	0.432432432432432
LRRC40	0.184931506849315
SRSF11	0.224489795918367
ANKRD13C	0.285714285714286
HHLA3	0.349315068493151
CTH	0.23448275862069
PTGER3	0.360544217687075
ZRANB2	0.26530612244898
NEGR1	0.454545454545455
LRRIQ3	0.23489932885906
FPGT	0.168918918918919
FPGT-TNNI3K	0.324324324324324
TNNI3K	0.351351351351351
ERICH3	0.258503401360544
CRYZ	0.270833333333333
TYW3	0.361111111111111
LHX8	0.27972027972028
SLC44A5	0.150684931506849
ACADM	0.380952380952381
RABGGTB	0.231292517006803
MSH4	0.0675675675675676
ASB17	0.0405405405405405
ST6GALNAC3	0.421052631578947
ST6GALNAC5	0.258278145695364
PIGK	0.151315789473684
AK5	0.290322580645161
USP33	0.196078431372549
MIGA1	0.207792207792208
NEXN	0.333333333333333
FUBP1	0.215686274509804
DNAJB4	0.401315789473684
GIPC2	0.355263157894737
PTGFR	0.427631578947368
IFI44L	0.348684210526316
IFI44	0.315789473684211
ADGRL4	0.291390728476821
ADGRL2	0.376623376623377
TTLL7	0.32484076433121
PRKACB	0.272151898734177
SAMD13	0.212903225806452
DNASE2B	0.316129032258064
RPF1	0.102564102564103
GNG5	0.275641025641026
SPATA1	0.217948717948718
CTBS	0.230769230769231
SSX2IP	0.229299363057325
LPAR3	0.0127388535031847
MCOLN2	0.0955414012738854
WDR63	0.267515923566879
MCOLN3	0.210191082802548
SYDE2	0.184713375796178
C1orf52	0.222929936305732
BCL10	0.139240506329114
DDAH1	0.25625
CYR61	0.436708860759494
ZNHIT6	0.275641025641026
COL24A1	0.230769230769231
ODF2L	0.194805194805195
CLCA2	0.188311688311688
CLCA1	0.0194805194805195
CLCA4	0.136363636363636
SH3GLB1	0.285714285714286
HS2ST1	0.229299363057325
LMO4	0.346153846153846
PKN2	0.254777070063694
GTF2B	0.168831168831169
KYAT3	0.167741935483871
RBMXL1	0.303225806451613
GBP3	0.103225806451613
GBP1	0.275641025641026
GBP2	0.309677419354839
GBP7	0.245161290322581
GBP4	0.238709677419355
GBP5	0.285714285714286
GBP6	0.0645161290322581
LRRC8B	0.155844155844156
LRRC8C	0.27741935483871
LRRC8D	0.266233766233766
ZNF326	0.311688311688312
BARHL2	0.0784313725490196
ZNF644	0.207792207792208
HFM1	0.316129032258064
CDC7	0.358974358974359
TGFBR3	0.446540880503145
BRDT	0.30379746835443
EPHX4	0.288461538461538
SETSIP	0.303225806451613
BTBD8	0.0897435897435897
C1orf146	0.153846153846154
GLMN	0.303225806451613
RPAP2	0.27741935483871
GFI1	0.127388535031847
EVI5	0.211180124223602
RPL5	0.447204968944099
FAM69A	0.285714285714286
MTF2	0.276729559748428
TMED5	0.225
CCDC18	0.316770186335404
DR1	0.175
FNBP1L	0.21875
BCAR3	0.254658385093168
DNTTIP2	0.189873417721519
GCLM	0.139240506329114
ABCA4	0.270440251572327
ARHGAP29	0.246835443037975
ABCD3	0.26875
F3	0.371069182389937
SLC44A3	0.0566037735849057
CNN3	0.316455696202532
ALG14	0.15
TMEM56	0.31875
TMEM56-RWDD3	0.180124223602484
RWDD3	0.229813664596273
PTBP2	0.303225806451613
DPYD	0.418181818181818
SNX7	0.240506329113924
PLPPR5	0.203821656050955
PLPPR4	0.259493670886076
PALMD	0.40251572327044
FRRS1	0.2375
AGL	0.329113924050633
SLC35A3	0.237179487179487
MFSD14A	0.301282051282051
SASS6	0.352564102564103
TRMT13	0.212903225806452
LRRC39	0.290322580645161
DBT	0.220779220779221
RTCA	0.25974025974026
CDC14A	0.211538461538462
GPR88	0.264516129032258
VCAM1	0.301282051282051
EXTL2	0.135483870967742
SLC30A7	0.174193548387097
DPH5	0.270967741935484
S1PR1	0.4
OLFM3	0.0779220779220779
COL11A1	0.434210526315789
RNPC3	0.320261437908497
AMY2B	0.281045751633987
AMY2A	0.150326797385621
AMY1A	0.0522875816993464
AMY1B	0.104575163398693
AMY1C	0.0130718954248366
PRMT6	0.23489932885906
NTNG1	0.367741935483871
VAV3	0.179487179487179
SLC25A24	0.196078431372549
NBPF4	0.228758169934641
NBPF6	0.251655629139073
FAM102B	0.366666666666667
HENMT1	0.226666666666667
PRPF38B	0.221476510067114
FNDC7	0.162162162162162
STXBP3	0.324324324324324
AKNAD1	0.421768707482993
GPSM2	0.217687074829932
CLCC1	0.272108843537415
WDR47	0.326530612244898
TAF13	0.349315068493151
TMEM167B	0.26027397260274
C1orf194	0.150684931506849
KIAA1324	0.123287671232877
SARS	0.335616438356164
CELSR2	0.178082191780822
PSRC1	0.328767123287671
MYBPHL	0.10958904109589
SORT1	0.129251700680272
PSMA5	0.238095238095238
SYPL2	0.27027027027027
ATXN7L2	0.26530612244898
CYB561D1	0.17687074829932
AMIGO1	0.210884353741497
GPR61	0.181208053691275
GNAI3	0.275167785234899
GNAT2	0.0201342281879195
AMPD2	0.201342281879195
GSTM4	0.228187919463087
GSTM2	0.395973154362416
GSTM1	0.174496644295302
GSTM5	0.442953020134228
GSTM3	0.402684563758389
EPS8L3	0.201342281879195
CSF1	0.337837837837838
AHCYL1	0.285714285714286
STRIP1	0.256756756756757
ALX3	0.360544217687075
UBL4B	0.170068027210884
SLC6A17	0.168918918918919
KCNC4	0.344594594594595
RBM15	0.22972972972973
SLC16A4	0.439189189189189
LAMTOR5	0.121621621621622
PROK1	0.344594594594595
KCNA10	0.114093959731544
KCNA2	0.402684563758389
KCNA3	0.241610738255034
CD53	0.273333333333333
LRIF1	0.351351351351351
DRAM2	0.121621621621622
CEPT1	0.210884353741497
DENND2D	0.0748299319727891
CHI3L2	0.22972972972973
CHIA	0.195945945945946
PIFO	0.304054054054054
OVGP1	0.202702702702703
WDR77	0.087248322147651
C1orf162	0.248322147651007
TMIGD3	0.273333333333333
RAP1A	0.36
DDX20	0.266666666666667
KCND3	0.444444444444444
CTTNBP2NL	0.236486486486486
WNT2B	0.432432432432432
ST7L	0.326530612244898
CAPZA1	0.0884353741496599
MOV10	0.142857142857143
RHOC	0.210884353741497
PPM1J	0.27891156462585
FAM19A3	0.306122448979592
SLC16A1	0.224489795918367
LRIG2	0.193103448275862
MAGI3	0.306122448979592
PHTF1	0.206896551724138
RSBN1	0.248275862068966
PTPN22	0.172413793103448
BCL2L15	0.0972222222222222
AP4B1	0.0833333333333333
DCLRE1B	0.211267605633803
HIPK1	0.183098591549296
OLFML3	0.323943661971831
SYT6	0.112676056338028
TRIM33	0.20979020979021
BCAS2	0.20979020979021
DENND2C	0.13986013986014
AMPD1	0.133802816901408
NRAS	0.112676056338028
CSDE1	0.330985915492958
SIKE1	0.154929577464789
SYCP1	0.0896551724137931
TSHB	0.293706293706294
TSPAN2	0.307692307692308
NGF	0.331034482758621
VANGL1	0.143835616438356
CASQ2	0.296551724137931
NHLH2	0.117241379310345
SLC22A15	0.089041095890411
MAB21L3	0.0347222222222222
ATP1A1	0.0851063829787234
CD58	0.0709219858156028
IGSF3	0.041958041958042
CD2	0.103448275862069
PTGFRN	0.198630136986301
CD101	0.10958904109589
TTF2	0.224489795918367
TRIM45	0.175675675675676
VTCN1	0.0533333333333333
MAN1A2	0.12987012987013
GDAP2	0.14
WDR3	0.155405405405405
