Gene_Symbol	DSS
KIF1B	0.584625097603058
PGD	0.903717204444746
CENPS	0.639924477202586
CORT	0.966430758931554
DFFA	0.818122012147894
PEX14	0.67590528533831
CASZ1	0.580927841019012
C1orf127	-0.1202918730144
TARDBP	0.283283725937334
MASP2	1.10444772022511
SRM	0.413911747205504
EXOSC10	0.686674660542558
MTOR	0.705641052738017
ANGPTL7	1.05189970039308
UBIAD1	0.558963793206983
DISP3	1.11522377417461
FBXO2	-0.0541359984229277
FBXO44	0.438539757406823
FBXO6	0.131899714192326
MAD2L2	0.933315576428664
DRAXIN	0.880124478067848
AGTRAP	0.17751201839592
C1orf167	0.501749114566887
MTHFR	0.448096085791885
CLCN6	0.614136195505712
NPPA	1.22512526357536
NPPB	1.64619436772567
KIAA2013	0.633321541197126
PLOD1	0.359456211184726
MFN2	0.595106355337999
MIIP	0.719390136283546
TNFRSF8	-0.0118007862989962
TNFRSF1B	-0.02762068825014
VPS13D	0.510023757953678
DHRS3	0.450923156933178
AADACL4	0.522913469403054
AADACL3	-0.113256031567739
C1orf158	-0.0982491228886026
PRAMEF12	0.0103646654296997
PRAMEF1	0.0158355798753507
PRAMEF11	0.0174349752717958
HNRNPCL1	0.56313387560476
PRAMEF2	-0.0792509275600629
PRAMEF4	-0.0727950284893458
PRAMEF10	0.0513725523080097
PRAMEF7	-0.108041259743956
PRAMEF6	-0.13920075921518
PRAMEF27	0.00675493614582907
HNRNPCL3	0
PRAMEF25	-0.059201260248787
HNRNPCL2	-0.422568341323638
PRAMEF26	-0.00323151552696777
HNRNPCL4	0.0209506826931087
PRAMEF13	-2.06751637168099e-15
PRAMEF18	0.297358640004361
PRAMEF5	-0.0507281884390751
PRAMEF8	0.0660216544180208
PRAMEF15	0.0189877337357614
PRAMEF14	-0.0166919712122481
PRAMEF19	-0.0376564103604787
PRAMEF17	-0.195550782709378
PRAMEF20	-0.0521111060242846
LRRC38	0.0770285039581659
PDPN	0.0291704323568736
PRDM2	0.708739773629328
KAZN	0.386449487495017
TMEM51	0.261223167928904
FHAD1	0.524005075677782
EFHD2	0.506107336029054
CTRC	0.863674280151555
CELA2A	1.98715691604983
CELA2B	1.55549086332947
CASP9	0.716500635616683
DNAJC16	0.750861128329535
AGMAT	0.647780442111522
DDI2	0.76006253520258
RSC1A1	-1.78366241784412e-15
PLEKHM2	0.0247131263442964
SLC25A34	0.17824437691857
TMEM82	0.054743496740263
FBLIM1	0.319398394806522
UQCRHL	0.0579787013472832
SPEN	0.152627163544959
ZBTB17	0.0969124719788244
HSPB7	-0.00718843712473078
CLCNKA	0.0607809469713477
CLCNKB	0.290034257411723
FAM131C	0.842258138151686
EPHA2	0.22596273245462
ARHGEF19	0.778364411402554
FBXO42	0.651777749324443
SZRD1	0.632589632875339
SPATA21	1.66964313440805
NECAP2	0.596280257498255
NBPF1	0.870709145161976
CROCC	0.57655186490076
MFAP2	0.332055803626782
ATP13A2	0.531186836697685
SDHB	0.548368618532564
PADI2	-0.0598267860456673
PADI1	0.106023507716272
PADI3	1.04432712441591
PADI4	0.0448292986501857
PADI6	0.413399518967465
RCC2	0.706715625060841
ARHGEF10L	0.649749336846966
ACTL8	0.458362895439847
IGSF21	-0.0399666173469987
KLHDC7A	1.84495590559529
PAX7	-0.0344299822912733
TAS1R2	-0.357916580864847
ALDH4A1	0.366772473600559
IFFO2	0.217334267557151
UBR4	0.421232051919597
EMC1	0.362893385521556
MRTO4	0.603944723245639
AKR7A3	0.584019439523911
AKR7A2	0.631917776916912
PQLC2	0.43634655554651
CAPZB	0.573572137061054
MINOS1	0.65654856165478
NBL1	0.166135785015316
MINOS1-NBL1	0.11847678356766
HTR6	1.17988927830717
TMCO4	0.731811616662626
RNF186	1.05460853296055
OTUD3	0.824374408404027
PLA2G2E	-0.158532900829381
PLA2G2A	0.00376416350848666
PLA2G5	0.100953513952478
PLA2G2D	0.120755856800879
PLA2G2F	1.34907979743879
PLA2G2C	1.81216768634603
UBXN10	1.15050162440244
VWA5B1	0.112871138693389
CAMK2N1	0.658830988778603
MUL1	0.514180700703414
FAM43B	0.180429140881861
CDA	-0.15106225097609
PINK1	0.676914408898758
DDOST	0.693764360816081
KIF17	0.220935004906207
SH2D5	-0.259127577150685
HP1BP3	0.65346680562385
EIF4G3	0.696446042831427
ECE1	0.0523687409492799
NBPF3	0.287780684202045
ALPL	-0.0770721051634379
RAP1GAP	0.361977590415894
USP48	0.638935533354904
LDLRAD2	0.0134937943720055
HSPG2	0.299406665198068
CELA3B	-0.0889470236031838
CELA3A	-0.776535400986791
CDC42	0.562817169549856
WNT4	0.0944096529615119
ZBTB40	0.10883929258391
EPHA8	0.728586799427349
C1QA	0.198894123365419
C1QC	0.181129020038131
C1QB	0.183811268162788
EPHB2	0.0956080978388303
LACTBL1	0.0842976401156511
KDM1A	0.712446026593794
LUZP1	0.494445004279919
HTR1D	-0.0847276073942611
HNRNPR	0.182528277912863
ZNF436	0.991717646642983
TCEA3	0.760733152303832
ASAP3	0.696923127357726
E2F2	0.757749558331701
ID3	0.0779270496523849
RPL11	0.580486062456747
PITHD1	0.693652061527503
LYPLA2	0.690525687196496
GALE	0.451056175149295
HMGCL	0.682062106486595
FUCA1	0.406335962393494
CNR2	0.777574864521518
PNRC2	0.663653580177278
SRSF10	0.192972093161638
MYOM3	-0.0213184048451507
IL22RA1	-0.0937532300012927
IFNLR1	-0.00754871149707747
GRHL3	1.2729758476489
STPG1	0.893932522356296
NIPAL3	0.779448729296084
RCAN3	0.590250667039421
NCMAP	0.168206202984019
SRRM1	0.649190742730642
CLIC4	0.170295019856973
RUNX3	-0.458744600273953
SYF2	0.661168879498455
RSRP1	0.479517539961
RHD	0.138087641171714
TMEM50A	0.509097881855106
RHCE	1.59814263498193
LDLRAP1	0.687174659290021
MAN1C1	0.966634023115768
MTFR1L	0.563169630801459
AUNIP	0.460265990539489
PAQR7	0.614349419245556
STMN1	0.225409476197978
PAFAH2	0.653236452473361
EXTL1	0.247475681423879
SLC30A2	1.15696435415345
TRIM63	0.712344805230873
PDIK1L	0.846816820366636
FAM110D	0.354240773026906
ZNF593	0.553805369853614
CNKSR1	0.51041683881761
CATSPER4	1.12274157444947
CEP85	0.75105966506103
SH3BGRL3	0.604609932664656
UBXN11	0.689240348679476
CD52	-0.0241716447107995
ZNF683	-0.282436863347883
LIN28A	0.00763606616512908
DHDDS	0.804584737809575
HMGN2	0.692491722129035
RPS6KA1	0.105389457420469
ARID1A	0.364872378344964
PIGV	0.587084906653899
ZDHHC18	0.561601939611378
SFN	-0.0288270932941038
GPN2	0.557454323947592
GPATCH3	0.629996317439574
NUDC	0.653584377054431
NR0B2	1.18345515440647
KDF1	0.496240996508136
TRNP1	0.13073589720392
SLC9A1	0.255512560369212
WDTC1	0.319767099450604
TMEM222	0.638351045281815
SYTL1	0.391154495460574
MAP3K6	0.678064185277147
FCN3	-0.117828358379464
CD164L2	0.599724180539416
GPR3	0.349148324367657
WASF2	0.911083034065528
AHDC1	0.654263127648424
FGR	-0.00928942778478304
IFI6	0.073490304817625
FAM76A	0.690353530544014
STX12	0.606015246257594
PPP1R8	0.668652992276926
THEMIS2	0.175616556108346
RPA2	0.951604656950084
SMPDL3B	0.151198855571317
XKR8	0.499563371862558
EYA3	0.817561151067921
PTAFR	-0.0362770707237556
DNAJC8	0.63495851197151
SESN2	0.12332602352597
MED18	0.588604316498678
PHACTR4	0.733711299079685
RCC1	0.471560872208661
TRNAU1AP	0.714556171839319
TAF12	0.512979014979863
RAB42	0.164259580625888
GMEB1	0.359104382516285
YTHDF2	0.557575086133229
OPRD1	0.343513828819505
EPB41	0.211629472931822
TMEM200B	0.719635520824972
SRSF4	0.160943497285955
MECR	0.545972567943253
PTPRU	-0.0640108298214531
MATN1	0.798770284985528
LAPTM5	-0.0518407479434143
SDC3	0.0623703064601969
PUM1	0.586157509942235
NKAIN1	0.436070388176257
SNRNP40	0.317540186251327
ZCCHC17	0.694459076525189
FABP3	0.941937260288394
SERINC2	0.53108070399363
TINAGL1	0.527751610119098
HCRTR1	0.807945159692022
PEF1	0.755072953307484
COL16A1	-0.0478634290796779
ADGRB2	1.06486113766294
SPOCD1	-0.109216484376625
PTP4A2	0.601892932507211
KHDRBS1	0.344534919981728
TMEM39B	0.82587819035815
KPNA6	0.768872532782752
TXLNA	0.891983702594874
CCDC28B	0.950599771457457
IQCC	1.21972997433278
DCDC2B	0.959655847137234
TMEM234	0.897176985895645
EIF3I	0.706933889358319
FAM167B	0.113180238638179
LCK	0.232020916826282
HDAC1	0.729369019881129
MARCKSL1	0.970074101344053
TSSK3	1.21058700328507
FAM229A	0.851077089337226
BSDC1	0.704785719513518
ZBTB8B	0.47223808013905
ZBTB8A	0.583061491737968
ZBTB8OS	0.596009160670305
RBBP4	0.964035410295385
SYNC	0.0772062030029502
KIAA1522	0.723196525485122
YARS	0.669763154528558
S100PBP	0.87552088322501
FNDC5	0.316866320468923
HPCA	0.986521228076302
TMEM54	0.580225234297027
RNF19B	0.650461965885723
AK2	0.553630799464989
AZIN2	0.438027870366239
TRIM62	0.753902136609089
ZNF362	0.222962062461678
A3GALT2	1.01166088993368
PHC2	0.226026179016141
ZSCAN20	0.351420361026687
CSMD2	0.0948645545864101
HMGB4	0.00540821109251766
C1orf94	-0.01460357337295
SMIM12	0.48336129823058
GJB5	0.167626919769041
GJB4	0.145788886358417
GJB3	0.4049355890955
GJA4	0.0102470250896093
DLGAP3	0.313612669407321
TMEM35B	0.484770240596561
ZMYM6	0.42049116628831
ZMYM1	0.589454130921997
SFPQ	0.197410497719673
ZMYM4	0.411173659422622
KIAA0319L	0.62083303304195
NCDN	0.588929259449013
TFAP2E	0.294710721795942
PSMB2	0.589459082422145
C1orf216	0.611358253207204
CLSPN	0.152437610222402
AGO4	0.503391686205529
AGO1	0.280571575445149
AGO3	0.393980483496383
TEKT2	0.878961128113706
ADPRHL2	0.672595269188414
COL8A2	-0.0499716670469685
TRAPPC3	0.520926522507279
MAP7D1	0.570461301464795
THRAP3	0.120199942260895
SH3D21	0.619616751979375
EVA1B	0.357743750238404
STK40	0.591102347911015
LSM10	0.526588509992379
OSCP1	0.825963276414018
MRPS15	0.498174345059083
CSF3R	0.0775356523406339
GRIK3	0.612838169132297
ZC3H12A	0.510121692015622
MEAF6	0.488864865116969
SNIP1	0.467088661318532
DNALI1	0.206611172152472
GNL2	0.574967331421896
RSPO1	0.501106783621245
C1orf109	0.479407777416586
CDCA8	0.324729671166457
EPHA10	0.596696665841524
MANEAL	0.226604040705292
YRDC	0.567812518254924
C1orf122	0.429389105069352
MTF1	0.521520876154429
INPP5B	0.418665564433476
SF3A3	0.460711992464095
FHL3	0.325366927672974
UTP11	0.455926185493283
POU3F1	0.465187736039003
RRAGC	0.502569606645826
MYCBP	0.529344881285376
GJA9-MYCBP	0.551174802088042
GJA9	0.580155895005222
RHBDL2	0.459423910792249
AKIRIN1	0.484883195436043
NDUFS5	0.522553922914624
MACF1	0.387708866946263
BMP8A	0.409353571756234
PABPC4	0.561025567458442
HEYL	0.161267061683834
NT5C1A	-0.0118413650780801
HPCAL4	0.801125589266546
PPIE	0.52068416618138
BMP8B	0.708921960984624
OXCT2	0.594761621130004
TRIT1	0.566668748071518
MYCL	0.664176564012957
MFSD2A	0.476140586774082
CAP1	0.387966401869308
PPT1	0.441212529666119
RLF	0.490053078350263
TMCO2	1.10334989374147
ZMPSTE24	0.481534506864413
COL9A2	0.616107082456557
SMAP2	0.360768770460511
ZFP69B	0.599853431572933
ZFP69	0.490378712831878
EXO5	0.552571557742819
ZNF684	0.474914577363519
RIMS3	0.567234546896792
NFYC	0.477095897960544
KCNQ4	0.366924335070433
CITED4	0.606987601112277
CTPS1	0.574862672888147
SLFNL1	0.629543230731491
SCMH1	0.450465373688349
FOXO6	0.167771431099992
EDN2	0.151748917179358
HIVEP3	0.504238383457429
GUCA2B	0.996811820131684
GUCA2A	0.0372542096041091
FOXJ3	0.488942920360456
RIMKLA	0.686346295602341
ZMYND12	0.393187653798318
PPCS	0.462174367802673
CCDC30	0.568152587475151
PPIH	0.586059452193248
YBX1	0.605621248073745
CLDN19	1.36426882777236
P3H1	0.555890459442154
C1orf50	0.517309400795115
SVBP	0.537707314191585
ERMAP	0.395605506498853
ZNF691	0.539073146575807
SLC2A1	0.370083426457538
FAM183A	0.510335786329553
EBNA1BP2	0.581501874739629
CFAP57	0.565337479705112
TMEM125	0.378359583065232
C1orf210	0.427108050216382
TIE1	0.110255684213538
MPL	0.220489028115406
CDC20	0.919461726422798
ELOVL1	0.531803133132344
MED8	0.666251046881758
SZT2	0.561120866055152
HYI	0.545848167759487
PTPRF	0.561207903132446
KDM4A	0.55225528607543
ST3GAL3	0.323007040088901
ARTN	0.546566330016803
IPO13	0.645249678289394
DPH2	0.73190448098418
ATP6V0B	0.593701857873511
B4GALT2	0.63421704900904
CCDC24	0.191266378084272
SLC6A9	0.543608098847084
KLF17	-0.104314776926532
DMAP1	0.462547375478503
ERI3	0.675987737915551
RNF220	0.46824421149675
TMEM53	0.530986762007015
KIF2C	0.273934444374062
RPS8	0.447789444541759
BEST4	0.198716709712237
PLK3	0.829658693848082
TCTEX1D4	-0.0631837087915813
BTBD19	0.655723097761898
PTCH2	0.507913221173287
EIF2B3	0.666205346228475
HECTD3	0.717212487039342
UROD	0.584637057227264
ZSWIM5	1.02746198365501
HPDL	0.549505636693363
MUTYH	0.281246761991257
TOE1	0.59402894686612
TESK2	0.618815054322537
CCDC163	0.626811865935691
MMACHC	0.711704285195332
PRDX1	0.589966058504232
AKR1A1	0.616843707891527
NASP	0.428954129531753
CCDC17	0.278727501868734
GPBP1L1	0.59189425810434
TMEM69	0.614185488418119
IPP	0.624543959037611
MAST2	0.398926901693386
PIK3R3	0.424974901943823
TSPAN1	0.0356259795929605
POMGNT1	0.647108443136642
LURAP1	-0.00781452477651255
RAD54L	0.542347302938529
LRRC41	0.430927633039813
UQCRH	0.404831329399175
NSUN4	0.578891832742745
FAAH	0.512848177071771
DMBX1	0.119935428002413
KNCN	-0.0339419023198427
MKNK1	0.424590017551419
MOB3C	0.259964447338965
ATPAF1	0.573674248353033
TEX38	0.28883220933803
EFCAB14	0.432359102149828
CYP4B1	0.0519468106406877
CYP4A11	-0.451869486059468
CYP4X1	0.00249843968291396
CYP4Z1	0.257570379726765
CYP4A22	0.113175357487886
PDZK1IP1	0.108205226176245
TAL1	0.295054832986958
STIL	0.458461585833985
CMPK1	0.494996994488571
FOXE3	-0.254040509526396
FOXD2	0.282794060119873
TRABD2B	0.0865785538881911
SLC5A9	0.630643429902032
SPATA6	0.672610759617462
AGBL4	1.14865348822085
BEND5	0.572902742080997
ELAVL4	-0.0319465831182175
DMRTA2	0.0471909848030462
FAF1	0.504348524855702
CDKN2C	0.516277336492701
C1orf185	-0.0904315679834317
RNF11	0.458010500336518
TTC39A	0.31792352172064
EPS15	0.389808805457568
OSBPL9	0.540371703240773
NRDC	0.57209450953885
RAB3B	0.0356269703405475
TXNDC12	0.506332914060404
KTI12	0.538957347216932
BTF3L4	0.537139523297909
ZFYVE9	0.566059523527362
CC2D1B	0.510236542007643
ORC1	0.235431853089621
PRPF38A	0.554049272305292
GPX7	0.0367996056693606
COA7	0.607078539244626
ZYG11B	0.129636192228662
ZYG11A	0.128581264384588
ECHDC2	0.266224680299992
SCP2	0.396854332464209
PODN	-0.136172465572577
SLC1A7	-0.170942229946942
CPT2	0.489083056947885
C1orf123	0.374885166142491
MAGOH	0.48250221387312
LRP8	0.497312245337856
DMRTB1	1.0211491206145
GLIS1	0.585806584783234
NDC1	0.569316397083646
YIPF1	0.580964167598936
DIO1	0.158231035500473
HSPB11	0.544827923179942
LRRC42	0.685019278667929
LDLRAD1	0.175743380216769
TMEM59	0.534672692307237
TCEANC2	0.547969615302236
CDCP2	-0.0227152443373785
CYB5RL	0.430029665923397
MRPL37	0.630894850105322
SSBP3	0.446952591853771
ACOT11	0.314273724889862
FAM151A	0.223065009454684
MROH7	0.159425681999083
MROH7-TTC4	0.398210119452414
TTC4	0.656888654856398
PARS2	0.598667917089927
TTC22	0.567038091560063
LEXM	0.898292275580164
DHCR24	0.743754195088157
TMEM61	1.42922534943815
BSND	1.09296522136774
PCSK9	1.0544417933286
USP24	0.502213608531378
PLPP3	0.221916040140215
PRKAA2	1.10137567497854
C8A	1.15667651136842
C8B	1.05387299758469
DAB1	0.206000765943066
OMA1	0.510600357571303
TACSTD2	0.659249260635715
MYSM1	0.431253023345099
JUN	0.497690767346506
FGGY	0.3717692886134
HOOK1	0.57684538880008
CYP2J2	0.335429923747186
C1orf87	-0.00645483824175647
NFIA	0.528886737901218
TM2D1	0.403306155340888
PATJ	0.530479678969295
L1TD1	0.105373354956221
KANK4	1.12247246407531
USP1	0.582688261229963
DOCK7	0.587098213041703
ANGPTL3	1.01847402829195
ATG4C	0.544664214969562
FOXD3	0.667171420750194
ALG6	0.635349568539156
ITGB3BP	0.61414410766478
EFCAB7	0.625635737782812
PGM1	0.799011400940298
ROR1	0.56741116976612
UBE2U	0.340288426239311
CACHD1	0.613933375923614
RAVER2	0.430446872990918
JAK1	0.477191694411434
AK4	0.885498818398344
DNAJC6	0.737595384988699
LEPROT	0.495779873575341
LEPR	0.401886460622899
PDE4B	-0.00241701646388081
SGIP1	0.0198986784292147
TCTEX1D1	-0.0543969862840759
INSL5	0.0288312488401302
WDR78	1.1103709445147
MIER1	0.564749401580236
SLC35D1	0.500297850689345
C1orf141	0.102829205823261
IL23R	0.0047608376424682
IL12RB2	0.279730501509272
SERBP1	0.744651791631434
GADD45A	0.606557096141813
GNG12	0.784474940009061
DIRAS3	0.308280327820988
WLS	0.706057651537955
RPE65	-0.00182124829971566
DEPDC1	1.03781980057948
LRRC7	0.66774220758237
LRRC40	0.713771347999375
SRSF11	0.610723285570558
ANKRD13C	0.626292089541573
HHLA3	0.861808617394568
CTH	1.00958107299556
PTGER3	0.0779927065453317
ZRANB2	0.449981489382586
NEGR1	0.0547562673526813
LRRIQ3	0.502234164467889
FPGT	0.488585761054228
FPGT-TNNI3K	-0.0569278817138007
TNNI3K	-0.0108657079701918
ERICH3	-0.0316314221342357
CRYZ	0.189118546816375
TYW3	0.400482768935039
LHX8	0.496230532483551
SLC44A5	0.48101435940255
ACADM	0.471834704121336
RABGGTB	0.546155832717961
MSH4	0.454829847041061
ASB17	-0.216946882333391
ST6GALNAC3	0.0615616066601658
ST6GALNAC5	0.559247198160597
PIGK	0.533890914313908
AK5	0.014174615673421
USP33	0.490721642827315
MIGA1	0.519068945894044
NEXN	0.057514584009915
FUBP1	0.297462761302138
DNAJB4	0.208970618605735
GIPC2	0.606181052278235
PTGFR	0.343191186428119
IFI44L	-0.040865123807682
IFI44	-0.0249761337225777
ADGRL4	0.0320363686706111
ADGRL2	0.0376876743465434
TTLL7	0.714932549059857
PRKACB	0.341266463064115
SAMD13	-0.0295689502798658
DNASE2B	-0.0235523970448703
RPF1	0.675142614642168
GNG5	0.655635584868563
SPATA1	0.387637568929381
CTBS	0.356845573826442
SSX2IP	0.889131363509139
LPAR3	0.622859568450014
MCOLN2	0.293038905846204
WDR63	0.601500665657508
MCOLN3	0.785511075212525
SYDE2	0.199541637656551
C1orf52	0.640075664712934
BCL10	0.461193563417195
DDAH1	0.122379811934582
CYR61	0.122397551863869
ZNHIT6	0.624960003247919
COL24A1	0.507607098263998
ODF2L	0.639255683964768
CLCA2	0.00102263296866543
CLCA1	0.105699611810442
CLCA4	0.00497116051090521
SH3GLB1	0.483717404625839
HS2ST1	0.640050845476837
LMO4	0.419145735040334
PKN2	0.629146047629662
GTF2B	0.571423052328071
KYAT3	0.491861219683097
RBMXL1	0.432043447324577
GBP3	0.387879819200346
GBP1	0.321980809714027
GBP2	0.131591301143885
GBP7	0.295956403480222
GBP4	0.344707126751805
GBP5	0.0257572059409491
GBP6	-0.041717831806019
LRRC8B	0.627185181622385
LRRC8C	0.283607005527794
LRRC8D	0.557394959291825
ZNF326	0.299714909765712
BARHL2	0.343713103452337
ZNF644	0.296368693020266
HFM1	-0.103758269108223
CDC7	0.800389884618916
TGFBR3	0.312233173148966
BRDT	0.250152421431941
EPHX4	0.126093261345901
SETSIP	-0.0583718526661395
BTBD8	0.513488151487218
C1orf146	1.2930831582495
GLMN	0.714546750350909
RPAP2	0.672765164255917
GFI1	0.119513451863419
EVI5	0.541685355294875
RPL5	0.529865021209592
FAM69A	0.607846354740621
MTF2	0.75886745880972
TMED5	0.657117247459651
CCDC18	0.904285522479046
DR1	0.678086933142994
FNBP1L	0.648859835903088
BCAR3	0.588358877567593
DNTTIP2	0.624987325492668
GCLM	0.528465900097526
ABCA4	0.3556305346612
ARHGAP29	0.438318548328546
ABCD3	0.401118803901737
F3	0.84000551930361
SLC44A3	0.041181379017059
CNN3	0.727254066019006
ALG14	0.48321025121116
TMEM56	0.421512570378758
TMEM56-RWDD3	0.561252057107426
RWDD3	0.4931440370085
PTBP2	0.675695882042087
DPYD	0.529112030119409
SNX7	0.712162225115542
PLPPR5	1.1094888539852
PLPPR4	-0.339423113346736
PALMD	0.894531249734645
FRRS1	0.598891690513203
AGL	0.709565713489331
SLC35A3	0.527490713529264
MFSD14A	0.58217516310478
SASS6	0.842181370430982
TRMT13	0.693787688191634
LRRC39	0.684427723412219
DBT	0.595824212755718
RTCA	0.623452229221249
CDC14A	0.564207154156469
GPR88	0.29511717012024
VCAM1	-0.0196340005772347
EXTL2	0.772960171308877
SLC30A7	0.642851727539417
DPH5	0.746976588454727
S1PR1	-0.0149216601208922
OLFM3	1.07325201663101
COL11A1	-0.0220942863340631
RNPC3	0.55796539535263
AMY2B	0.00121377843220932
AMY2A	0.277080782161799
AMY1A	0.115186148464639
AMY1B	-0.0241845239775102
AMY1C	0.0322125427473322
PRMT6	0.663795336276592
NTNG1	-0.126693073672027
VAV3	0.0926988795797495
SLC25A24	0.692198916151199
NBPF4	1.12899963642287
NBPF6	0.636464265160586
FAM102B	-0.0102130903552611
HENMT1	0.865611313441717
PRPF38B	0.484429667828582
FNDC7	0.978022339466447
STXBP3	0.577641133455551
AKNAD1	1.11198065195188
GPSM2	0.959087201098049
CLCC1	0.568739243607822
WDR47	0.646293066407885
TAF13	0.642470505955116
TMEM167B	0.501574899815912
C1orf194	0.234760092204626
KIAA1324	0.0668527962978242
SARS	-0.109701255388209
CELSR2	0.700070120203037
PSRC1	0.754403646368272
MYBPHL	-0.110024264437312
SORT1	0.635884505473781
PSMA5	0.553166216853027
SYPL2	0.120585854626474
ATXN7L2	0.663882061554993
CYB561D1	0.457589920674649
AMIGO1	0.377050345315743
GPR61	0.675482674506522
GNAI3	0.61847520515705
GNAT2	0.0371361446506254
AMPD2	0.557952180160171
GSTM4	0.279898042722608
GSTM2	0.391132851356075
GSTM1	0.782901585201
GSTM5	0.0185212433029285
GSTM3	0.179532558692536
EPS8L3	0.16448611811295
CSF1	0.28485652200639
AHCYL1	0.68780972279148
STRIP1	0.647231412617373
ALX3	-1.52867755431248
UBL4B	-0.226972396961323
SLC6A17	0.145221370968921
KCNC4	0.501605892323942
RBM15	0.334198651560942
SLC16A4	0.0419473680020855
LAMTOR5	0.508684438160721
PROK1	0.0429126201672116
KCNA10	0.241810312844114
KCNA2	0.0210373439741073
KCNA3	0.349452853941434
CD53	0.140176077196531
LRIF1	0.342085253136309
DRAM2	0.529632859025638
CEPT1	0.625077893995291
DENND2D	0.213256238099416
CHI3L2	0.454807126070747
CHIA	-0.0691971571670565
PIFO	-0.175357070570392
OVGP1	0.0666727317760205
WDR77	0.66379166013477
C1orf162	0.028154892051442
TMIGD3	0.0518497677478229
RAP1A	0.500947948688748
DDX20	0.668544819579723
KCND3	0.198299538014956
CTTNBP2NL	0.684273318660673
WNT2B	0.614508295284335
ST7L	0.636959719979107
CAPZA1	0.622054628326449
MOV10	0.635142298544392
RHOC	0.53403836458444
PPM1J	0.780071365653943
FAM19A3	0.446877712018047
SLC16A1	0.868417313594475
LRIG2	0.694929242781686
MAGI3	0.706812160332016
PHTF1	0.583279656180838
RSBN1	0.667011262023561
PTPN22	0.166543785179679
BCL2L15	0.0349959532684223
AP4B1	0.652686459632047
DCLRE1B	0.851198059128808
HIPK1	0.67730109293996
OLFML3	-0.0112928577314171
SYT6	-0.0745446579344485
TRIM33	0.681292356250413
BCAS2	0.759195966516475
DENND2C	0.630846760645734
AMPD1	0.0752287248752839
NRAS	0.815527753249075
